id bigserial;origen_libro_id;origen_capitulo;origen_versiculo;destino_libro_id;destino_capitulo;destino_versiculo;llave_unica text
;10;10;1;13;19;1;10_10_1_13_19_1
;10;10;1;13;19;19;10_10_1_13_19_19
;10;10;1;7;10;7;10_10_1_7_10_7
;10;10;1;7;10;9;10_10_1_7_10_9
;10;10;1;7;11;12;10_10_1_7_11_12
;10;10;1;7;11;28;10_10_1_7_11_28
;10;10;1;9;11;1;10_10_1_9_11_1
;10;10;1;9;11;3;10_10_1_9_11_3
;10;10;11;13;19;12;10_10_11_13_19_12
;10;10;11;13;19;9;10_10_11_13_19_9
;10;10;11;16;4;20;10_10_11_16_4_20
;10;10;11;42;22;32;10_10_11_42_22_32
;10;10;11;45;15;1;10_10_11_45_15_1
;10;10;11;48;6;2;10_10_11_48_6_2
;10;10;11;50;1;27;10_10_11_50_1_27
;10;10;11;50;1;28;10_10_11_50_1_28
;10;10;12;10;16;10;10_10_12_10_16_10
;10;10;12;10;16;11;10_10_12_10_16_11
;10;10;12;13;19;13;10_10_12_13_19_13
;10;10;12;14;32;7;10_10_12_14_32_7
;10;10;12;16;4;14;10_10_12_16_4_14
;10;10;12;18;1;21;10_10_12_18_1_21
;10;10;12;4;13;20;10_10_12_4_13_20
;10;10;12;46;16;13;10_10_12_46_16_13
;10;10;12;5;31;6;10_10_12_5_31_6
;10;10;12;58;13;6;10_10_12_58_13_6
;10;10;12;6;1;18;10_10_12_6_1_18
;10;10;12;6;1;6;10_10_12_6_1_6
;10;10;12;6;1;7;10_10_12_6_1_7
;10;10;12;6;1;9;10_10_12_6_1_9
;10;10;12;7;10;15;10_10_12_7_10_15
;10;10;12;9;14;12;10_10_12_9_14_12
;10;10;12;9;14;6;10_10_12_9_14_6
;10;10;12;9;17;32;10_10_12_9_17_32
;10;10;12;9;3;18;10_10_12_9_3_18
;10;10;12;9;4;9;10_10_12_9_4_9
;10;10;13;11;20;13;10_10_13_11_20_13
;10;10;13;11;20;21;10_10_13_11_20_21
;10;10;13;11;20;28;10_10_13_11_20_28
;10;10;13;11;20;30;10_10_13_11_20_30
;10;10;13;13;19;14;10_10_13_13_19_14
;10;10;13;13;19;15;10_10_13_13_19_15
;10;10;13;14;13;16;10_10_13_14_13_16
;10;10;13;14;13;5;10_10_13_14_13_5
;10;10;15;19;2;1;10_10_15_19_2_1
;10;10;15;23;8;10;10_10_15_23_8_10
;10;10;15;23;8;9;10_10_15_23_8_9
;10;10;15;33;4;11;10_10_15_33_4_11
;10;10;15;33;4;12;10_10_15_33_4_12
;10;10;15;38;14;2;10_10_15_38_14_2
;10;10;15;38;14;3;10_10_15_38_14_3
;10;10;15;66;19;19;10_10_15_66_19_19
;10;10;15;66;19;21;10_10_15_66_19_21
;10;10;16;10;8;3;10_10_16_10_8_3
;10;10;16;10;8;8;10_10_16_10_8_8
;10;10;16;13;18;3;10_10_16_13_18_3
;10;10;16;13;18;5;10_10_16_13_18_5
;10;10;16;13;19;16;10_10_16_13_19_16
;10;10;17;13;19;17;10_10_17_13_19_17
;10;10;18;10;8;4;10_10_18_10_8_4
;10;10;18;13;19;18;10_10_18_13_19_18
;10;10;18;19;18;38;10_10_18_19_18_38
;10;10;18;19;46;11;10_10_18_19_46_11
;10;10;18;7;4;2;10_10_18_7_4_2
;10;10;18;7;4;22;10_10_18_7_4_22
;10;10;18;7;5;26;10_10_18_7_5_26
;10;10;19;10;8;6;10_10_19_10_8_6
;10;10;19;11;20;1;10_10_19_11_20_1
;10;10;19;1;14;1;10_10_19_1_14_1
;10;10;19;1;14;5;10_10_19_1_14_5
;10;10;19;13;19;19;10_10_19_13_19_19
;10;10;19;19;18;37;10_10_19_19_18_37
;10;10;19;19;18;38;10_10_19_19_18_38
;10;10;19;19;48;4;10_10_19_19_48_4
;10;10;19;19;48;5;10_10_19_19_48_5
;10;10;19;23;26;11;10_10_19_23_26_11
;10;10;19;27;2;37;10_10_19_27_2_37
;10;10;19;6;11;10;10_10_19_6_11_10
;10;10;19;66;18;10;10_10_19_66_18_10
;10;10;19;7;1;7;10_10_19_7_1_7
;10;10;2;16;13;1;10_10_2_16_13_1
;10;10;2;16;13;3;10_10_2_16_13_3
;10;10;2;16;4;3;10_10_2_16_4_3
;10;10;2;16;4;7;10_10_2_16_4_7
;10;10;2;5;23;3;10_10_2_5_23_3
;10;10;2;5;23;6;10_10_2_5_23_6
;10;10;2;9;11;1;10_10_2_9_11_1
;10;10;2;9;22;3;10_10_2_9_22_3
;10;10;2;9;22;4;10_10_2_9_22_4
;10;10;3;1;42;16;10_10_3_1_42_16
;10;10;3;1;42;9;10_10_3_1_42_9
;10;10;3;46;13;5;10_10_3_46_13_5
;10;10;3;46;13;7;10_10_3_46_13_7
;10;10;4;13;19;3;10_10_4_13_19_3
;10;10;4;13;19;4;10_10_4_13_19_4
;10;10;4;19;109;4;10_10_4_19_109_4
;10;10;4;19;109;5;10_10_4_19_109_5
;10;10;4;23;15;2;10_10_4_23_15_2
;10;10;4;23;20;4;10_10_4_23_20_4
;10;10;4;23;47;2;10_10_4_23_47_2
;10;10;4;23;47;3;10_10_4_23_47_3
;10;10;4;24;41;5;10_10_4_24_41_5
;10;10;4;3;19;27;10_10_4_3_19_27
;10;10;5;11;16;34;10_10_5_11_16_34
;10;10;5;13;19;5;10_10_5_13_19_5
;10;10;5;6;6;24;10_10_5_6_6_24
;10;10;5;6;6;26;10_10_5_6_6_26
;10;10;6;10;8;12;10_10_6_10_8_12
;10;10;6;10;8;3;10_10_6_10_8_3
;10;10;6;10;8;5;10_10_6_10_8_5
;10;10;6;13;19;6;10_10_6_13_19_6
;10;10;6;13;19;7;10_10_6_13_19_7
;10;10;6;1;34;30;10_10_6_1_34_30
;10;10;6;20;25;8;10_10_6_20_25_8
;10;10;6;23;8;10;10_10_6_23_8_10
;10;10;6;23;8;9;10_10_6_23_8_9
;10;10;6;2;5;21;10_10_6_2_5_21
;10;10;6;5;3;14;10_10_6_5_3_14
;10;10;6;6;13;11;10_10_6_6_13_11
;10;10;6;6;13;13;10_10_6_6_13_13
;10;10;6;7;11;3;10_10_6_7_11_3
;10;10;6;7;11;5;10_10_6_7_11_5
;10;10;6;7;18;28;10_10_6_7_18_28
;10;10;6;9;13;4;10_10_6_9_13_4
;10;10;6;9;27;12;10_10_6_9_27_12
;10;10;7;10;23;39;10_10_7_10_23_39
;10;10;7;10;23;8;10_10_7_10_23_8
;10;10;7;13;19;19;10_10_7_13_19_19
;10;10;7;13;19;8;10_10_7_13_19_8
;10;10;8;10;10;6;10_10_8_10_10_6
;10;10;8;13;19;7;10_10_8_13_19_7
;10;10;8;4;13;21;10_10_8_4_13_21
;10;10;8;6;19;28;10_10_8_6_19_28
;10;10;8;7;1;31;10_10_8_7_1_31
;10;10;9;6;8;21;10_10_9_6_8_21
;10;10;9;6;8;22;10_10_9_6_8_22
;10;10;9;7;20;42;10_10_9_7_20_42
;10;10;9;7;20;43;10_10_9_7_20_43
;10;1;1;9;27;6;10_1_1_9_27_6
;10;1;1;9;30;17;10_1_1_9_30_17
;10;1;1;9;30;26;10_1_1_9_30_26
;10;1;1;9;31;6;10_1_1_9_31_6
;10;1;10;10;12;30;10_1_10_10_12_30
;10;1;10;12;11;12;10_1_10_12_11_12
;10;1;10;25;5;16;10_1_10_25_5_16
;10;1;10;40;7;2;10_1_10_40_7_2
;10;1;10;7;1;7;10_1_10_7_1_7
;10;1;10;7;9;54;10_1_10_7_9_54
;10;1;10;9;22;18;10_1_10_9_22_18
;10;1;10;9;31;4;10_1_10_9_31_4
;10;1;10;9;31;5;10_1_10_9_31_5
;10;11;1;10;12;26;10_11_1_10_12_26
;10;11;1;10;12;28;10_11_1_10_12_28
;10;1;11;10;13;31;10_1_11_10_13_31
;10;1;11;10;3;31;10_1_11_10_3_31
;10;11;1;11;20;22;10_11_1_11_20_22
;10;11;1;11;20;26;10_11_1_11_20_26
;10;11;1;13;20;1;10_11_1_13_20_1
;10;1;11;1;37;29;10_1_11_1_37_29
;10;1;11;1;37;34;10_1_11_1_37_34
;10;11;1;14;36;10;10_11_1_14_36_10
;10;11;1;21;3;8;10_11_1_21_3_8
;10;11;1;26;21;20;10_11_1_26_21_20
;10;11;1;38;14;3;10_11_1_38_14_3
;10;1;11;44;14;14;10_1_11_44_14_14
;10;1;11;45;12;15;10_1_11_45_12_15
;10;11;1;5;3;11;10_11_1_5_3_11
;10;1;11;6;7;6;10_1_11_6_7_6
;10;11;11;10;14;19;10_11_11_10_14_19
;10;11;11;10;20;6;10_11_11_10_20_6
;10;11;11;10;7;2;10_11_11_10_7_2
;10;11;11;10;7;6;10_11_11_10_7_6
;10;11;11;23;22;12;10_11_11_23_22_12
;10;11;11;23;22;14;10_11_11_23_22_14
;10;11;11;40;10;24;10_11_11_40_10_24
;10;11;11;40;10;25;10_11_11_40_10_25
;10;11;11;43;13;14;10_11_11_43_13_14
;10;11;11;46;9;25;10_11_11_46_9_25
;10;11;11;46;9;27;10_11_11_46_9_27
;10;11;11;55;2;12;10_11_11_55_2_12
;10;11;11;55;2;3;10_11_11_55_2_3
;10;11;11;55;2;4;10_11_11_55_2_4
;10;11;11;58;12;1;10_11_11_58_12_1
;10;11;11;58;12;2;10_11_11_58_12_2
;10;11;11;9;1;26;10_11_11_9_1_26
;10;11;11;9;14;18;10_11_11_9_14_18
;10;11;11;9;17;55;10_11_11_9_17_55
;10;11;11;9;20;3;10_11_11_9_20_3
;10;11;11;9;25;26;10_11_11_9_25_26
;10;11;11;9;4;4;10_11_11_9_4_4
;10;11;12;24;2;22;10_11_12_24_2_22
;10;11;12;24;2;23;10_11_12_24_2_23
;10;11;12;24;2;37;10_11_12_24_2_37
;10;11;13;1;19;32;10_11_13_1_19_32
;10;11;13;1;19;35;10_11_13_1_19_35
;10;11;13;20;20;1;10_11_13_20_20_1
;10;11;13;2;32;21;10_11_13_2_32_21
;10;11;13;35;2;15;10_11_13_35_2_15
;10;11;14;11;21;10;10_11_14_11_21_10
;10;11;14;11;21;8;10_11_14_11_21_8
;10;11;14;19;19;13;10_11_14_19_19_13
;10;11;14;19;52;2;10_11_14_19_52_2
;10;11;14;19;62;9;10_11_14_19_62_9
;10;11;14;24;17;9;10_11_14_24_17_9
;10;11;14;24;9;1;10_11_14_24_9_1
;10;11;14;24;9;4;10_11_14_24_9_4
;10;11;14;33;7;3;10_11_14_33_7_3
;10;11;14;33;7;5;10_11_14_33_7_5
;10;11;15;10;11;17;10_11_15_10_11_17
;10;11;15;10;12;9;10_11_15_10_12_9
;10;11;15;19;51;14;10_11_15_19_51_14
;10;11;15;19;51;4;10_11_15_19_51_4
;10;11;15;24;20;13;10_11_15_24_20_13
;10;11;15;9;18;17;10_11_15_9_18_17
;10;11;15;9;18;21;10_11_15_9_18_21
;10;11;15;9;18;25;10_11_15_9_18_25
;10;11;16;10;11;21;10_11_16_10_11_21
;10;11;16;10;20;10;10_11_16_10_20_10
;10;11;16;10;20;9;10_11_16_10_20_9
;10;11;16;10;3;27;10_11_16_10_3_27
;10;11;16;11;21;12;10_11_16_11_21_12
;10;11;16;11;21;14;10_11_16_11_21_14
;10;11;16;11;2;31;10_11_16_11_2_31
;10;11;16;11;2;34;10_11_16_11_2_34
;10;11;16;11;2;5;10_11_16_11_2_5
;10;11;16;12;10;6;10_11_16_12_10_6
;10;11;16;20;29;12;10_11_16_20_29_12
;10;11;16;28;5;11;10_11_16_28_5_11
;10;11;16;44;5;29;10_11_16_44_5_29
;10;11;16;9;22;17;10_11_16_9_22_17
;10;11;16;9;22;19;10_11_16_9_22_19
;10;11;17;10;12;9;10_11_17_10_12_9
;10;11;17;19;51;14;10_11_17_19_51_14
;10;1;12;10;3;35;10_1_12_10_3_35
;10;11;2;10;4;5;10_11_2_10_4_5
;10;11;2;10;4;7;10_11_2_10_4_7
;10;11;2;1;34;2;10_11_2_1_34_2
;10;11;2;1;3;6;10_11_2_1_3_6
;10;11;2;1;39;6;10_11_2_1_39_6
;10;11;2;1;6;2;10_11_2_1_6_2
;10;11;2;18;31;1;10_11_2_18_31_1
;10;11;2;19;119;37;10_11_2_19_119_37
;10;1;12;19;35;13;10_1_12_19_35_13
;10;1;12;19;35;14;10_1_12_19_35_14
;10;11;2;20;19;15;10_11_2_20_19_15
;10;1;12;20;24;17;10_1_12_20_24_17
;10;11;2;20;24;33;10_11_2_20_24_33
;10;11;2;20;24;34;10_11_2_20_24_34
;10;11;2;20;31;30;10_11_2_20_31_30
;10;11;2;20;6;25;10_11_2_20_6_25
;10;11;2;24;19;13;10_11_2_24_19_13
;10;1;12;24;9;1;10_1_12_24_9_1
;10;1;12;30;6;6;10_1_12_30_6_6
;10;11;2;40;10;27;10_11_2_40_10_27
;10;11;2;40;26;40;10_11_2_40_26_40
;10;11;2;40;26;41;10_11_2_40_26_41
;10;11;2;40;5;28;10_11_2_40_5_28
;10;1;12;40;5;44;10_1_12_40_5_44
;10;11;2;44;10;9;10_11_2_44_10_9
;10;1;12;47;11;29;10_1_12_47_11_29
;10;11;2;5;22;8;10_11_2_5_22_8
;10;11;2;52;5;6;10_11_2_52_5_6
;10;11;2;52;5;7;10_11_2_52_5_7
;10;1;12;60;3;8;10_1_12_60_3_8
;10;11;2;60;4;7;10_11_2_60_4_7
;10;11;2;62;2;16;10_11_2_62_2_16
;10;11;2;9;9;25;10_11_2_9_9_25
;10;11;21;10;3;27;10_11_21_10_3_27
;10;11;21;10;3;34;10_11_21_10_3_34
;10;11;21;19;39;8;10_11_21_19_39_8
;10;11;21;23;14;10;10_11_21_23_14_10
;10;11;21;26;16;51;10_11_21_26_16_51
;10;11;21;26;16;52;10_11_21_26_16_52
;10;11;21;7;6;32;10_11_21_7_6_32
;10;11;21;7;7;1;10_11_21_7_7_1
;10;11;21;7;9;50;10_11_21_7_9_50
;10;11;21;7;9;54;10_11_21_7_9_54
;10;11;25;10;12;26;10_11_25_10_12_26
;10;11;25;21;9;1;10_11_25_21_9_1
;10;11;25;21;9;11;10_11_25_21_9_11
;10;11;25;21;9;12;10_11_25_21_9_12
;10;11;25;21;9;3;10_11_25_21_9_3
;10;11;25;6;7;8;10_11_25_6_7_8
;10;11;25;6;7;9;10_11_25_6_7_9
;10;11;25;9;6;9;10_11_25_9_6_9
;10;11;26;10;14;2;10_11_26_10_14_2
;10;11;26;10;3;31;10_11_26_10_3_31
;10;11;26;1;27;41;10_11_26_1_27_41
;10;11;27;10;12;9;10_11_27_10_12_9
;10;11;27;10;3;2;10_11_27_10_3_2
;10;11;27;10;3;5;10_11_27_10_3_5
;10;11;27;10;5;13;10_11_27_10_5_13
;10;11;27;10;5;16;10_11_27_10_5_16
;10;11;27;13;21;7;10_11_27_13_21_7
;10;11;27;1;38;10;10_11_27_1_38_10
;10;11;27;19;51;4;10_11_27_19_51_4
;10;11;27;19;51;5;10_11_27_19_51_5
;10;11;27;19;5;6;10_11_27_19_5_6
;10;11;27;5;22;29;10_11_27_5_22_29
;10;11;27;58;13;4;10_11_27_58_13_4
;10;1;13;10;1;8;10_1_13_10_1_8
;10;11;3;10;23;39;10_11_3_10_23_39
;10;11;3;13;11;41;10_11_3_13_11_41
;10;11;3;13;3;5;10_11_3_13_3_5
;10;11;3;24;5;8;10_11_3_24_5_8
;10;11;3;28;7;6;10_11_3_28_7_6
;10;11;3;28;7;7;10_11_3_28_7_7
;10;11;3;59;1;14;10_11_3_59_1_14
;10;11;3;59;1;15;10_11_3_59_1_15
;10;11;4;1;39;7;10_11_4_1_39_7
;10;11;4;18;31;11;10_11_4_18_31_11
;10;11;4;18;31;9;10_11_4_18_31_9
;10;1;14;19;105;15;10_1_14_19_105_15
;10;11;4;19;50;18;10_11_4_19_50_18
;10;11;4;19;51;1;10_11_4_19_51_1
;10;11;4;19;51;19;10_11_4_19_51_19
;10;11;4;20;30;20;10_11_4_20_30_20
;10;11;4;3;12;2;10_11_4_3_12_2
;10;11;4;3;12;5;10_11_4_3_12_5
;10;11;4;3;15;19;10_11_4_3_15_19
;10;11;4;3;15;33;10_11_4_3_15_33
;10;11;4;3;18;19;10_11_4_3_18_19
;10;1;14;4;12;8;10_1_14_4_12_8
;10;11;4;59;1;14;10_11_4_59_1_14
;10;11;4;59;1;15;10_11_4_59_1_15
;10;1;14;61;2;10;10_1_14_61_2_10
;10;1;14;9;24;6;10_1_14_9_24_6
;10;1;14;9;26;9;10_1_14_9_26_9
;10;1;14;9;31;4;10_1_14_9_31_4
;10;1;15;10;4;10;10_1_15_10_4_10
;10;1;15;10;4;12;10_1_15_10_4_12
;10;1;15;11;2;25;10_1_15_11_2_25
;10;1;15;11;2;34;10_1_15_11_2_34
;10;1;15;11;2;46;10_1_15_11_2_46
;10;1;15;18;5;12;10_1_15_18_5_12
;10;1;15;20;11;18;10_1_15_20_11_18
;10;11;5;20;6;34;10_11_5_20_6_34
;10;11;5;5;22;22;10_11_5_5_22_22
;10;1;15;7;8;20;10_1_15_7_8_20
;10;1;15;9;22;17;10_1_15_9_22_17
;10;1;15;9;22;18;10_1_15_9_22_18
;10;1;16;10;1;10;10_1_16_10_1_10
;10;1;16;10;3;28;10_1_16_10_3_28
;10;1;16;10;3;29;10_1_16_10_3_29
;10;1;16;11;2;32;10_1_16_11_2_32
;10;1;16;11;2;33;10_1_16_11_2_33
;10;1;16;11;2;37;10_1_16_11_2_37
;10;11;6;1;38;18;10_11_6_1_38_18
;10;11;6;1;38;23;10_11_6_1_38_23
;10;11;6;1;4;7;10_11_6_1_4_7
;10;1;16;18;15;6;10_1_16_18_15_6
;10;11;6;18;20;12;10_11_6_18_20_12
;10;11;6;18;20;14;10_11_6_18_20_14
;10;1;16;1;9;5;10_1_16_1_9_5
;10;1;16;1;9;6;10_1_16_1_9_6
;10;11;6;20;28;13;10_11_6_20_28_13
;10;1;16;20;6;2;10_1_16_20_6_2
;10;11;6;23;29;13;10_11_6_23_29_13
;10;1;16;26;18;13;10_1_16_26_18_13
;10;1;16;26;33;5;10_1_16_26_33_5
;10;1;16;3;20;11;10_1_16_3_20_11
;10;1;16;3;20;13;10_1_16_3_20_13
;10;1;16;3;20;16;10_1_16_3_20_16
;10;1;16;3;20;27;10_1_16_3_20_27
;10;1;16;3;20;9;10_1_16_3_20_9
;10;11;6;40;26;70;10_11_6_40_26_70
;10;11;6;40;26;72;10_11_6_40_26_72
;10;11;6;40;26;74;10_11_6_40_26_74
;10;1;16;40;27;25;10_1_16_40_27_25
;10;1;16;42;19;22;10_1_16_42_19_22
;10;1;16;44;20;26;10_1_16_44_20_26
;10;1;16;45;3;19;10_1_16_45_3_19
;10;1;16;5;19;10;10_1_16_5_19_10
;10;1;16;6;2;19;10_1_16_6_2_19
;10;1;16;7;9;24;10_1_16_7_9_24
;10;11;6;9;15;30;10_11_6_9_15_30
;10;1;16;9;26;9;10_1_16_9_26_9
;10;1;17;10;1;19;10_1_17_10_1_19
;10;11;7;1;29;6;10_11_7_1_29_6
;10;11;7;1;37;14;10_11_7_1_37_14
;10;1;17;14;35;25;10_1_17_14_35_25
;10;1;17;1;50;11;10_1_17_1_50_11
;10;1;17;24;9;17;10_1_17_24_9_17
;10;1;17;24;9;21;10_1_17_24_9_21
;10;11;7;9;17;22;10_11_7_9_17_22
;10;11;8;1;18;4;10_11_8_1_18_4
;10;11;8;1;19;2;10_11_8_1_19_2
;10;11;8;1;43;24;10_11_8_1_43_24
;10;11;8;1;43;34;10_11_8_1_43_34
;10;1;18;1;49;8;10_1_18_1_49_8
;10;11;8;19;12;2;10_11_8_19_12_2
;10;11;8;19;44;21;10_11_8_19_44_21
;10;11;8;19;55;21;10_11_8_19_55_21
;10;11;8;23;29;15;10_11_8_23_29_15
;10;11;8;42;12;2;10_11_8_42_12_2
;10;11;8;42;7;44;10_11_8_42_7_44
;10;1;18;5;4;10;10_1_18_5_4_10
;10;11;8;58;4;13;10_11_8_58_4_13
;10;1;18;6;10;13;10_1_18_6_10_13
;10;1;19;10;1;23;10_1_19_10_1_23
;10;1;19;10;1;25;10_1_19_10_1_25
;10;1;19;10;1;27;10_1_19_10_1_27
;10;11;9;18;5;12;10_11_9_18_5_12
;10;11;9;18;5;14;10_11_9_18_5_14
;10;11;9;20;21;30;10_11_9_20_21_30
;10;1;19;23;4;2;10_1_19_23_4_2
;10;1;19;23;53;2;10_1_19_23_53_2
;10;1;19;25;2;1;10_1_19_25_2_1
;10;1;19;25;5;16;10_1_19_25_5_16
;10;1;19;38;11;10;10_1_19_38_11_10
;10;1;19;38;11;7;10_1_19_38_11_7
;10;1;19;5;4;7;10_1_19_5_4_7
;10;1;19;5;4;8;10_1_19_5_4_8
;10;1;19;9;31;8;10_1_19_9_31_8
;10;1;2;10;14;4;10_1_2_10_14_4
;10;1;2;10;15;32;10_1_2_10_15_32
;10;1;2;10;4;10;10_1_2_10_4_10
;10;1;2;1;22;4;10_1_2_1_22_4
;10;1;2;1;37;10;10_1_2_1_37_10
;10;1;2;1;37;29;10_1_2_1_37_29
;10;1;2;1;37;34;10_1_2_1_37_34
;10;1;2;1;37;7;10_1_2_1_37_7
;10;1;2;1;43;28;10_1_2_1_43_28
;10;1;2;17;4;16;10_1_2_17_4_16
;10;1;2;17;5;1;10_1_2_17_5_1
;10;1;2;19;66;3;10_1_2_19_66_3
;10;1;2;28;6;2;10_1_2_28_6_2
;10;1;2;29;2;13;10_1_2_29_2_13
;10;1;2;40;12;40;10_1_2_40_12_40
;10;1;2;40;16;21;10_1_2_40_16_21
;10;1;2;66;3;9;10_1_2_66_3_9
;10;1;2;6;7;6;10_1_2_6_7_6
;10;1;2;9;20;41;10_1_2_9_20_41
;10;1;2;9;25;23;10_1_2_9_25_23
;10;1;2;9;4;12;10_1_2_9_4_12
;10;1;2;9;4;16;10_1_2_9_4_16
;10;1;20;2;15;20;10_1_20_2_15_20
;10;1;20;2;15;21;10_1_20_2_15_21
;10;1;20;26;16;27;10_1_20_26_16_27
;10;1;20;26;16;57;10_1_20_26_16_57
;10;1;20;33;1;10;10_1_20_33_1_10
;10;1;20;5;32;26;10_1_20_5_32_26
;10;1;20;5;32;27;10_1_20_5_32_27
;10;1;20;7;11;34;10_1_20_7_11_34
;10;1;20;7;14;19;10_1_20_7_14_19
;10;1;20;7;16;23;10_1_20_7_16_23
;10;1;20;7;16;24;10_1_20_7_16_24
;10;1;20;9;17;26;10_1_20_9_17_26
;10;1;20;9;17;36;10_1_20_9_17_36
;10;1;20;9;18;6;10_1_20_9_18_6
;10;1;20;9;31;4;10_1_20_9_31_4
;10;1;20;9;31;8;10_1_20_9_31_8
;10;1;20;9;31;9;10_1_20_9_31_9
;10;12;1;10;11;10;10_12_1_10_11_10
;10;12;1;10;11;17;10_12_1_10_11_17
;10;12;1;10;11;25;10_12_1_10_11_25
;10;12;1;10;14;11;10_12_1_10_14_11
;10;12;1;10;14;14;10_12_1_10_14_14
;10;12;1;10;14;5;10_12_1_10_14_5
;10;12;1;10;24;11;10_12_1_10_24_11
;10;12;1;10;24;13;10_12_1_10_24_13
;10;12;1;10;7;1;10_12_1_10_7_1
;10;12;1;10;7;17;10_12_1_10_7_17
;10;12;1;10;7;5;10_12_1_10_7_5
;10;12;1;11;13;1;10_12_1_11_13_1
;10;12;1;11;18;1;10_12_1_11_18_1
;10;12;1;11;20;35;10_12_1_11_20_35
;10;12;1;11;20;41;10_12_1_11_20_41
;10;12;1;12;1;3;10_12_1_12_1_3
;10;1;21;13;10;1;10_1_21_13_10_1
;10;1;21;13;10;8;10_1_21_13_10_8
;10;1;21;18;3;10;10_1_21_18_3_10
;10;1;21;18;3;3;10_1_21_18_3_3
;10;12;1;19;51;1;10_12_1_19_51_1
;10;12;1;19;51;19;10_12_1_19_51_19
;10;1;21;23;21;5;10_1_21_23_21_5
;10;12;1;23;5;1;10_12_1_23_5_1
;10;1;21;23;5;6;10_1_21_23_5_6
;10;12;1;23;5;7;10_12_1_23_5_7
;10;12;1;23;57;17;10_12_1_23_57_17
;10;12;1;23;57;18;10_12_1_23_57_18
;10;1;21;24;20;14;10_1_21_24_20_14
;10;1;21;24;20;16;10_1_21_24_20_16
;10;1;21;26;31;15;10_1_21_26_31_15
;10;1;21;29;1;9;10_1_21_29_1_9
;10;1;21;29;2;14;10_1_21_29_2_14
;10;12;1;40;21;33;10_12_1_40_21_33
;10;12;1;40;21;45;10_12_1_40_21_45
;10;12;1;42;15;11;10_12_1_42_15_11
;10;12;1;42;15;32;10_12_1_42_15_32
;10;12;1;42;16;19;10_12_1_42_16_19
;10;12;1;42;16;31;10_12_1_42_16_31
;10;1;21;7;5;23;10_1_21_7_5_23
;10;12;1;7;9;15;10_12_1_7_9_15
;10;12;1;7;9;7;10_12_1_7_9_7
;10;1;21;9;10;1;10_1_21_9_10_1
;10;1;21;9;31;1;10_1_21_9_31_1
;10;12;10;10;13;28;10_12_10_10_13_28
;10;12;10;10;13;29;10_12_10_10_13_29
;10;12;10;10;18;14;10_12_10_10_18_14
;10;12;10;10;18;15;10_12_10_10_18_15
;10;12;10;10;18;33;10_12_10_10_18_33
;10;12;10;11;2;23;10_12_10_11_2_23
;10;12;10;11;2;25;10_12_10_11_2_25
;10;12;10;1;20;3;10_12_10_1_20_3
;10;12;10;20;6;32;10_12_10_20_6_32
;10;12;10;20;6;33;10_12_10_20_6_33
;10;12;10;30;7;9;10_12_10_30_7_9
;10;12;10;39;1;6;10_12_10_39_1_6
;10;12;10;39;1;7;10_12_10_39_1_7
;10;12;10;40;26;52;10_12_10_40_26_52
;10;12;10;40;6;24;10_12_10_40_6_24
;10;12;10;4;11;20;10_12_10_4_11_20
;10;12;10;45;2;4;10_12_10_45_2_4
;10;12;10;52;4;8;10_12_10_52_4_8
;10;12;10;9;2;30;10_12_10_9_2_30
;10;12;11;10;13;1;10_12_11_10_13_1
;10;12;11;10;13;14;10_12_11_10_13_14
;10;12;11;10;13;28;10_12_11_10_13_28
;10;12;11;10;13;29;10_12_11_10_13_29
;10;12;11;10;15;10;10_12_11_10_15_10
;10;12;11;10;15;6;10_12_11_10_15_6
;10;12;11;10;16;21;10_12_11_10_16_21
;10;12;11;10;16;22;10_12_11_10_16_22
;10;12;11;26;14;9;10_12_11_26_14_9
;10;12;11;26;20;25;10_12_11_26_20_25
;10;12;11;26;20;26;10_12_11_26_20_26
;10;12;11;28;4;13;10_12_11_28_4_13
;10;12;11;28;4;14;10_12_11_28_4_14
;10;12;11;5;28;30;10_12_11_5_28_30
;10;12;12;10;11;15;10_12_12_10_11_15
;10;12;12;10;11;4;10_12_12_10_11_4
;10;12;12;10;16;22;10_12_12_10_16_22
;10;12;12;21;12;14;10_12_12_21_12_14
;10;12;12;42;12;1;10_12_12_42_12_1
;10;12;12;42;12;2;10_12_12_42_12_2
;10;12;12;46;4;5;10_12_12_46_4_5
;10;12;13;10;24;10;10_12_13_10_24_10
;10;12;13;11;13;4;10_12_13_11_13_4
;10;12;13;11;21;20;10_12_13_11_21_20
;10;12;13;11;22;8;10_12_13_11_22_8
;10;12;13;12;1;9;10_12_13_12_1_9
;10;12;13;14;16;10;10_12_13_14_16_10
;10;12;13;14;24;20;10_12_13_14_24_20
;10;12;13;14;24;22;10_12_13_14_24_22
;10;12;13;14;25;16;10_12_13_14_25_16
;10;12;13;18;33;27;10_12_13_18_33_27
;10;12;13;18;7;20;10_12_13_18_7_20
;10;12;13;18;7;21;10_12_13_18_7_21
;10;12;13;19;130;3;10_12_13_19_130_3
;10;12;13;19;130;4;10_12_13_19_130_4
;10;12;13;19;32;1;10_12_13_19_32_1
;10;12;13;19;32;5;10_12_13_19_32_5
;10;12;13;19;51;16;10_12_13_19_51_16
;10;12;13;19;51;4;10_12_13_19_51_4
;10;12;13;20;25;12;10_12_13_20_25_12
;10;12;13;20;28;13;10_12_13_20_28_13
