id bigserial;origen_libro_id;origen_capitulo;origen_versiculo;destino_libro_id;destino_capitulo;destino_versiculo;llave_unica text
;12;11;12;19;132;18;12_11_12_19_132_18
;12;11;12;19;21;3;12_11_12_19_21_3
;12;11;12;19;47;1;12_11_12_19_47_1
;12;11;12;19;72;15;12_11_12_19_72_15
;12;11;12;19;72;17;12_11_12_19_72_17
;12;11;12;19;78;5;12_11_12_19_78_5
;12;11;12;19;89;39;12_11_12_19_89_39
;12;11;12;19;98;8;12_11_12_19_98_8
;12;11;12;2;25;16;12_11_12_2_25_16
;12;11;12;2;31;18;12_11_12_2_31_18
;12;11;12;23;55;12;12_11_12_23_55_12
;12;11;12;23;8;16;12_11_12_23_8_16
;12;11;12;23;8;20;12_11_12_23_8_20
;12;11;12;25;4;20;12_11_12_25_4_20
;12;11;12;27;3;9;12_11_12_27_3_9
;12;11;12;27;6;21;12_11_12_27_6_21
;12;11;12;40;21;9;12_11_12_40_21_9
;12;11;12;40;27;29;12_11_12_40_27_29
;12;11;12;44;4;27;12_11_12_44_4_27
;12;11;12;47;1;21;12_11_12_47_1_21
;12;11;12;5;17;18;12_11_12_5_17_18
;12;11;12;5;17;20;12_11_12_5_17_20
;12;11;12;58;1;9;12_11_12_58_1_9
;12;11;12;58;2;9;12_11_12_58_2_9
;12;11;12;66;19;12;12_11_12_66_19_12
;12;11;12;9;10;1;12_11_12_9_10_1
;12;11;12;9;10;24;12_11_12_9_10_24
;12;11;12;9;16;13;12_11_12_9_16_13
;12;11;13;14;23;12;12_11_13_14_23_12
;12;11;13;14;23;15;12_11_13_14_23_15
;12;11;14;11;1;39;12_11_14_11_1_39
;12;11;14;11;1;40;12_11_14_11_1_40
;12;11;14;11;18;17;12_11_14_11_18_17
;12;11;14;11;18;18;12_11_14_11_18_18
;12;11;14;12;11;1;12_11_14_12_11_1
;12;11;14;12;11;10;12_11_14_12_11_10
;12;11;14;12;11;11;12_11_14_12_11_11
;12;11;14;12;11;2;12_11_14_12_11_2
;12;11;14;12;23;3;12_11_14_12_23_3
;12;11;14;12;9;23;12_11_14_12_9_23
;12;11;14;13;12;40;12_11_14_13_12_40
;12;11;14;1;37;29;12_11_14_1_37_29
;12;11;14;14;34;31;12_11_14_14_34_31
;12;11;14;1;44;13;12_11_14_1_44_13
;12;11;14;20;29;2;12_11_14_20_29_2
;12;11;14;4;10;1;12_11_14_4_10_1
;12;11;14;4;10;10;12_11_14_4_10_10
;12;11;14;42;19;37;12_11_14_42_19_37
;12;11;14;66;19;1;12_11_14_66_19_1
;12;11;14;66;19;7;12_11_14_66_19_7
;12;11;15;12;11;10;12_11_15_12_11_10
;12;11;15;12;11;4;12_11_15_12_11_4
;12;11;15;12;11;9;12_11_15_12_11_9
;12;11;15;14;23;14;12_11_15_14_23_14
;12;11;15;14;23;9;12_11_15_14_23_9
;12;11;15;26;21;14;12_11_15_26_21_14
;12;11;15;26;9;7;12_11_15_26_9_7
;12;11;16;14;23;15;12_11_16_14_23_15
;12;11;16;1;9;6;12_11_16_1_9_6
;12;11;16;40;7;2;12_11_16_40_7_2
;12;11;16;59;2;13;12_11_16_59_2_13
;12;11;16;66;16;5;12_11_16_66_16_5
;12;11;16;66;16;7;12_11_16_66_16_7
;12;11;16;7;1;7;12_11_16_7_1_7
;12;11;17;10;5;3;12_11_17_10_5_3
;12;11;17;12;11;4;12_11_17_12_11_4
;12;11;17;13;11;3;12_11_17_13_11_3
;12;11;17;14;15;12;12_11_17_14_15_12
;12;11;17;14;15;14;12_11_17_14_15_14
;12;11;17;14;23;16;12_11_17_14_23_16
;12;11;17;14;29;10;12_11_17_14_29_10
;12;11;17;14;34;31;12_11_17_14_34_31
;12;11;17;15;10;3;12_11_17_15_10_3
;12;11;17;16;10;28;12_11_17_16_10_28
;12;11;17;16;10;29;12_11_17_16_10_29
;12;11;17;16;5;12;12_11_17_16_5_12
;12;11;17;16;5;13;12_11_17_16_5_13
;12;11;17;16;9;38;12_11_17_16_9_38
;12;11;17;45;13;1;12_11_17_45_13_1
;12;11;17;45;13;6;12_11_17_45_13_6
;12;11;17;47;8;5;12_11_17_47_8_5
;12;11;17;5;29;1;12_11_17_5_29_1
;12;11;17;5;29;15;12_11_17_5_29_15
;12;11;17;5;5;2;12_11_17_5_5_2
;12;11;17;5;5;3;12_11_17_5_5_3
;12;11;17;6;24;25;12_11_17_6_24_25
;12;11;17;9;10;25;12_11_17_9_10_25
;12;11;18;11;18;40;12_11_18_11_18_40
;12;11;18;12;10;26;12_11_18_12_10_26
;12;11;18;12;18;4;12_11_18_12_18_4
;12;11;18;12;23;10;12_11_18_12_23_10
;12;11;18;12;23;14;12_11_18_12_23_14
;12;11;18;12;23;4;12_11_18_12_23_4
;12;11;18;12;23;6;12_11_18_12_23_6
;12;11;18;12;9;25;12_11_18_12_9_25
;12;11;18;12;9;28;12_11_18_12_9_28
;12;11;18;14;21;17;12_11_18_14_21_17
;12;11;18;14;23;17;12_11_18_14_23_17
;12;11;18;14;23;20;12_11_18_14_23_20
;12;11;18;14;34;4;12_11_18_14_34_4
;12;11;18;14;34;7;12_11_18_14_34_7
;12;11;18;23;2;18;12_11_18_23_2_18
;12;11;18;2;32;20;12_11_18_2_32_20
;12;11;18;38;13;2;12_11_18_38_13_2
;12;11;18;38;13;3;12_11_18_38_13_3
;12;11;18;5;12;3;12_11_18_5_12_3
;12;11;18;5;13;5;12_11_18_5_13_5
;12;11;18;5;13;9;12_11_18_5_13_9
;12;11;19;11;1;13;12_11_19_11_1_13
;12;11;19;12;11;4;12_11_19_12_11_4
;12;11;19;12;11;6;12_11_19_12_11_6
;12;11;19;13;29;23;12_11_19_13_29_23
;12;11;19;14;23;19;12_11_19_14_23_19
;12;11;19;14;23;5;12_11_19_14_23_5
;12;11;19;24;17;25;12_11_19_24_17_25
;12;11;19;24;22;30;12_11_19_24_22_30
;12;11;19;24;22;4;12_11_19_24_22_4
;12;11;19;40;19;28;12_11_19_40_19_28
;12;11;19;40;25;31;12_11_19_40_25_31
;12;11;2;11;6;10;12_11_2_11_6_10
;12;11;2;11;6;5;12_11_2_11_6_5
;12;11;2;11;6;6;12_11_2_11_6_6
;12;11;2;11;6;8;12_11_2_11_6_8
;1;21;12;1;17;19;1_21_12_1_17_19
;1;21;12;1;17;21;1_21_12_1_17_21
;12;1;12;12;1;10;12_1_12_12_1_10
;12;11;2;12;11;21;12_11_2_12_11_21
;12;11;2;12;12;2;12_11_2_12_12_2
;12;1;12;12;1;9;12_1_12_12_1_9
;12;11;2;12;8;16;12_11_2_12_8_16
;12;11;2;12;8;19;12_11_2_12_8_19
;12;11;2;14;22;11;12_11_2_14_22_11
;12;11;2;20;21;30;12_11_2_20_21_30
;12;11;2;23;37;35;12_11_2_23_37_35
;1;21;12;23;46;10;1_21_12_23_46_10
;12;11;2;23;65;8;12_11_2_23_65_8
;12;11;2;23;65;9;12_11_2_23_65_9
;12;11;2;23;7;6;12_11_2_23_7_6
;12;11;2;23;7;7;12_11_2_23_7_7
;12;11;2;24;33;17;12_11_2_24_33_17
;12;11;2;24;33;21;12_11_2_24_33_21
;12;11;2;24;33;26;12_11_2_24_33_26
;12;11;2;24;35;2;12_11_2_24_35_2
;12;11;2;26;40;45;12_11_2_26_40_45
;1;21;12;45;9;7;1_21_12_45_9_7
;1;21;12;45;9;8;1_21_12_45_9_8
;1;21;12;58;11;18;1_21_12_58_11_18
;1;21;12;9;8;7;1_21_12_9_8_7
;1;21;12;9;8;9;1_21_12_9_8_9
;12;11;20;12;11;14;12_11_20_12_11_14
;12;11;20;14;23;21;12_11_20_14_23_21
;12;11;20;20;11;10;12_11_20_20_11_10
;12;11;20;20;29;2;12_11_20_20_29_2
;12;11;21;12;11;4;12_11_21_12_11_4
;12;11;21;12;22;1;12_11_21_12_22_1
;12;11;21;14;24;1;12_11_21_14_24_1
;12;11;21;14;24;14;12_11_21_14_24_14
;12;1;13;11;13;6;12_1_13_11_13_6
;1;21;13;1;16;10;1_21_13_1_16_10
;1;21;13;1;17;20;1_21_13_1_17_20
;1;21;13;1;21;18;1_21_13_1_21_18
;1;21;13;1;25;12;1_21_13_1_25_12
;1;21;13;1;25;18;1_21_13_1_25_18
;12;11;3;14;22;12;12_11_3_14_22_12
;12;1;13;18;15;25;12_1_13_18_15_25
;12;1;13;18;15;26;12_1_13_18_15_26
;12;1;13;19;102;17;12_1_13_19_102_17
;12;11;3;19;12;8;12_11_3_19_12_8
;12;1;13;19;72;14;12_1_13_19_72_14
;12;1;13;20;27;22;12_1_13_20_27_22
;12;1;13;2;11;8;12_1_13_2_11_8
;12;1;13;21;9;3;12_1_13_21_9_3
;12;1;13;23;1;5;12_1_13_23_1_5
;12;1;13;23;60;14;12_1_13_23_60_14
;12;1;13;23;66;2;12_1_13_23_66_2
;12;11;3;39;3;15;12_11_3_39_3_15
;12;1;13;4;12;11;12_1_13_4_12_11
;12;1;13;4;12;13;12_1_13_4_12_13
;12;1;13;59;4;7;12_1_13_59_4_7
;12;1;13;66;3;9;12_1_13_66_3_9
;12;1;13;9;26;21;12_1_13_9_26_21
;12;11;4;11;18;10;12_11_4_11_18_10
;1;21;14;11;19;3;1_21_14_11_19_3
;1;21;14;1;16;7;1_21_14_1_16_7
;1;21;14;1;19;27;1_21_14_1_19_27
;12;1;14;12;1;10;12_1_14_12_1_10
;12;1;14;12;1;11;12_1_14_12_1_11
;12;11;4;12;11;17;12_11_4_12_11_17
;12;11;4;12;11;19;12_11_4_12_11_19
;12;11;4;12;11;9;12_11_4_12_11_9
;1;21;14;1;21;31;1_21_14_1_21_31
;1;21;14;1;21;33;1_21_14_1_21_33
;1;21;14;1;22;19;1_21_14_1_22_19
;1;21;14;1;22;3;1_21_14_1_22_3
;12;11;4;12;23;3;12_11_4_12_23_3
;1;21;14;1;24;54;1_21_14_1_24_54
;1;21;14;1;25;6;1_21_14_1_25_6
;1;21;14;1;26;31;1_21_14_1_26_31
;1;21;14;1;26;33;1_21_14_1_26_33
;1;21;14;1;36;6;1_21_14_1_36_6
;1;21;14;1;36;7;1_21_14_1_36_7
;1;21;14;1;37;15;1_21_14_1_37_15
;12;11;4;13;9;13;12_11_4_13_9_13
;12;11;4;14;15;12;12_11_4_14_15_12
;12;11;4;14;23;1;12_11_4_14_23_1
;12;11;4;14;23;21;12_11_4_14_23_21
;12;11;4;14;29;10;12_11_4_14_29_10
;12;11;4;14;34;31;12_11_4_14_34_31
;12;11;4;14;34;32;12_11_4_14_34_32
;1;21;14;1;46;1;1_21_14_1_46_1
;12;11;4;1;50;25;12_11_4_1_50_25
;12;11;4;16;10;29;12_11_4_16_10_29
;12;11;4;16;5;12;12_11_4_16_5_12
;12;11;4;16;9;38;12_11_4_16_9_38
;1;21;14;19;107;4;1_21_14_19_107_4
;12;1;14;19;116;15;12_1_14_19_116_15
;1;21;14;19;119;60;1_21_14_19_119_60
;12;1;14;19;49;8;12_1_14_19_49_8
;12;1;14;19;72;14;12_1_14_19_72_14
;1;21;14;20;27;14;1_21_14_20_27_14
;12;1;14;20;6;26;12_1_14_20_6_26
;1;21;14;21;9;10;1_21_14_21_9_10
;1;21;14;23;16;8;1_21_14_23_16_8
;12;1;14;40;16;25;12_1_14_40_16_25
;12;1;14;40;16;26;12_1_14_40_16_26
;1;21;14;43;8;35;1_21_14_43_8_35
;12;1;14;44;20;24;12_1_14_44_20_24
;12;11;4;44;5;24;12_11_4_44_5_24
;12;11;4;44;5;26;12_11_4_44_5_26
;1;21;14;48;4;23;1_21_14_48_4_23
;1;21;14;48;4;25;1_21_14_48_4_25
;12;11;4;6;24;25;12_11_4_6_24_25
;12;11;4;9;18;3;12_11_4_9_18_3
;12;11;4;9;23;18;12_11_4_9_23_18
;12;1;14;9;26;21;12_1_14_9_26_21
;12;1;14;9;26;24;12_1_14_9_26_24
;12;11;5;11;10;5;12_11_5_11_10_5
;12;1;15;11;18;15;12_1_15_11_18_15
;12;1;15;1;15;1;12_1_15_1_15_1
;12;11;5;12;11;19;12_11_5_12_11_19
;1;21;15;1;21;14;1_21_15_1_21_14
;12;1;15;12;1;3;12_1_15_12_1_3
;12;11;5;12;16;18;12_11_5_12_16_18
;1;21;15;12;3;9;1_21_15_12_3_9
;12;11;5;13;23;3;12_11_5_13_23_3
;12;11;5;13;23;32;12_11_5_13_23_32
;12;11;5;13;23;6;12_11_5_13_23_6
;12;11;5;13;24;3;12_11_5_13_24_3
;12;11;5;13;24;6;12_11_5_13_24_6
;12;11;5;13;9;25;12_11_5_13_9_25
;12;1;15;19;27;1;12_1_15_19_27_1
;1;21;15;19;63;1;1_21_15_19_63_1
;1;21;15;2;15;22;1_21_15_2_15_22
;1;21;15;2;15;25;1_21_15_2_15_25
;1;21;15;2;17;1;1_21_15_2_17_1
;1;21;15;2;17;3;1_21_15_2_17_3
;1;21;15;23;44;12;1_21_15_23_44_12
;12;1;15;23;51;12;12_1_15_23_51_12
;12;1;15;24;1;17;12_1_15_24_1_17
;1;21;15;24;14;3;1_21_15_24_14_3
;12;1;15;24;15;20;12_1_15_24_15_20
;12;11;5;24;26;10;12_11_5_24_26_10
;12;1;15;26;2;6;12_1_15_26_2_6
;12;11;5;26;44;2;12_11_5_26_44_2
;12;11;5;26;44;3;12_11_5_26_44_3
;12;11;5;26;46;2;12_11_5_26_46_2
;12;11;5;26;46;3;12_11_5_26_46_3
;12;1;15;40;10;28;12_1_15_40_10_28
;12;11;5;42;1;8;12_11_5_42_1_8
;12;11;5;42;1;9;12_11_5_42_1_9
;12;1;15;58;11;27;12_1_15_58_11_27
;12;1;16;11;14;13;12_1_16_11_14_13
;12;1;16;11;14;6;12_1_16_11_14_6
;12;1;16;11;21;18;12_1_16_11_21_18
;12;1;16;11;21;24;12_1_16_11_21_24
;12;1;16;11;22;28;12_1_16_11_22_28
;1;21;16;11;3;26;1_21_16_11_3_26
;12;1;16;12;1;2;12_1_16_12_1_2
;12;1;16;12;1;4;12_1_16_12_1_4
;12;1;16;12;1;6;12_1_16_12_1_6
;12;1;16;12;5;21;12_1_16_12_5_21
;1;21;16;1;27;38;1_21_16_1_27_38
;1;21;16;1;29;11;1_21_16_1_29_11
;12;11;6;13;26;13;12_11_6_13_26_13
;12;11;6;13;26;19;12_11_6_13_26_19
;12;11;6;14;23;4;12_11_6_14_23_4
;12;11;6;14;23;5;12_11_6_14_23_5
;1;21;16;1;44;34;1_21_16_1_44_34
;1;21;16;17;8;6;1_21_16_17_8_6
;12;1;16;19;132;3;12_1_16_19_132_3
;1;21;16;23;49;15;1_21_16_23_49_15
;12;1;16;2;4;22;12_1_16_2_4_22
;12;1;16;2;4;23;12_1_16_2_4_23
;1;21;16;38;12;10;1_21_16_38_12_10
;1;21;16;42;15;20;1_21_16_42_15_20
;1;21;16;7;2;4;1_21_16_7_2_4
;1;21;16;8;1;9;1_21_16_8_1_9
;1;21;16;9;24;16;1_21_16_9_24_16
;1;21;16;9;30;4;1_21_16_9_30_4
;12;1;17;11;22;51;12_1_17_11_22_51
;1;21;17;1;15;1;1_21_17_1_15_1
;1;21;17;1;16;11;1_21_17_1_16_11
;1;21;17;1;16;9;1_21_17_1_16_9
;12;11;7;12;11;5;12_11_7_12_11_5
;1;21;17;12;13;23;1_21_17_12_13_23
;1;21;17;12;13;4;1_21_17_12_13_4
;12;1;17;12;3;1;12_1_17_12_3_1
;12;1;17;12;8;16;12_1_17_12_8_16
;12;1;17;12;8;17;12_1_17_12_8_17
;12;11;7;14;23;6;12_11_7_14_23_6
;1;21;17;1;46;3;1_21_17_1_46_3
;1;21;17;19;107;4;1_21_17_19_107_4
;1;21;17;19;107;6;1_21_17_19_107_6
;1;21;17;19;50;15;1_21_17_19_50_15
;1;21;17;19;65;2;1_21_17_19_65_2
;1;21;17;19;91;15;1_21_17_19_91_15
;1;21;17;2;14;13;1_21_17_2_14_13
;1;21;17;2;22;23;1_21_17_2_22_23
;1;21;17;2;22;27;1_21_17_2_22_27
;1;21;17;23;22;1;1_21_17_23_22_1
;1;21;17;23;41;10;1_21_17_23_41_10
;1;21;17;23;41;13;1_21_17_23_41_13
;1;21;17;23;41;14;1_21_17_23_41_14
;1;21;17;23;43;1;1_21_17_23_43_1
;1;21;17;23;43;2;1_21_17_23_43_2
;1;21;17;2;3;7;1_21_17_2_3_7
;1;21;17;40;15;32;1_21_17_40_15_32
;1;21;17;41;5;36;1_21_17_41_5_36
;1;21;17;7;18;23;1_21_17_7_18_23
;1;21;17;9;11;5;1_21_17_9_11_5
;12;1;18;11;14;19;12_1_18_11_14_19
;12;1;18;11;22;39;12_1_18_11_22_39
;12;11;8;11;2;28;12_11_8_11_2_28
;12;11;8;11;2;31;12_11_8_11_2_31
;1;21;18;1;16;10;1_21_18_1_16_10
;1;21;18;1;17;20;1_21_18_1_17_20
;12;11;8;12;11;15;12_11_8_12_11_15
;1;21;18;1;21;13;1_21_18_1_21_13
;1;21;18;1;25;12;1_21_18_1_25_12
;1;21;18;1;25;18;1_21_18_1_25_18
;1;21;18;13;1;29;1_21_18_13_1_29
;1;21;18;13;1;31;1_21_18_13_1_31
;12;11;8;14;23;7;12_11_8_14_23_7
;12;11;8;2;21;14;12_11_8_2_21_14
;12;11;8;4;27;17;12_11_8_4_27_17
;12;11;9;12;11;4;12_11_9_12_11_4
;1;21;19;12;6;17;1_21_19_12_6_17
;1;21;19;12;6;20;1_21_19_12_6_20
;12;11;9;13;26;26;12_11_9_13_26_26
;12;11;9;14;23;8;12_11_9_14_23_8
;1;21;19;23;35;5;1_21_19_23_35_5
;1;21;19;23;35;6;1_21_19_23_35_6
;1;21;19;4;22;31;1_21_19_4_22_31
;1;21;19;42;24;16;1_21_19_42_24_16
;1;21;19;42;24;31;1_21_19_42_24_31
;12;1;2;11;11;33;12_1_2_11_11_33
;12;1;2;11;14;3;12_1_2_11_14_3
;12;1;2;11;22;34;12_1_2_11_22_34
;1;21;2;1;17;19;1_21_2_1_17_19
;1;21;2;1;17;21;1_21_2_1_17_21
;1;21;2;1;18;10;1_21_2_1_18_10
;1;21;2;1;18;14;1_21_2_1_18_14
;12;1;2;12;1;16;12_1_2_12_1_16
;12;1;2;12;1;3;12_1_2_12_1_3
;12;1;2;12;1;6;12_1_2_12_1_6
;1;21;2;12;4;16;1_21_2_12_4_16
;1;21;2;12;4;17;1_21_2_12_4_17
;12;1;2;12;8;10;12_1_2_12_8_10
;12;1;2;12;8;7;12_1_2_12_8_7
;12;1;2;14;21;14;12_1_2_14_21_14
;12;1;2;14;21;15;12_1_2_14_21_15
;1;2;12;18;28;16;1_2_12_18_28_16
;12;1;2;18;31;3;12_1_2_18_31_3
;12;1;2;22;2;9;12_1_2_22_2_9
;1;2;12;2;28;20;1_2_12_2_28_20
;12;1;2;23;37;12;12_1_2_23_37_12
;12;1;2;23;37;19;12_1_2_23_37_19
;1;2;12;2;39;13;1_2_12_2_39_13
;1;2;12;26;28;13;1_2_12_26_28_13
;12;1;2;40;10;25;12_1_2_40_10_25
;12;1;2;40;12;24;12_1_2_40_12_24
;12;1;2;40;12;27;12_1_2_40_12_27
;1;2;12;4;11;7;1_2_12_4_11_7
;12;1;2;41;3;22;12_1_2_41_3_22
;12;1;2;42;11;15;12_1_2_42_11_15
;1;21;2;42;1;24;1_21_2_42_1_24
;1;21;2;42;1;25;1_21_2_42_1_25
;1;21;2;42;1;36;1_21_2_42_1_36
;12;1;2;44;20;9;12_1_2_44_20_9
;1;21;2;44;7;8;1_21_2_44_7_8
;1;21;2;45;9;9;1_21_2_45_9_9
;1;21;2;48;4;22;1_21_2_48_4_22
;1;21;2;58;11;11;1_21_2_58_11_11
;12;1;2;7;11;24;12_1_2_7_11_24
;12;1;2;7;5;28;12_1_2_7_5_28
;12;1;2;9;5;10;12_1_2_9_5_10
;1;21;20;1;10;9;1_21_20_1_10_9
;1;21;20;1;16;12;1_21_20_1_16_12
;1;21;20;1;17;20;1_21_20_1_17_20
;1;21;20;1;25;27;1_21_20_1_25_27
;1;21;20;1;27;3;1_21_20_1_27_3
;1;21;20;1;28;15;1_21_20_1_28_15
;1;21;20;1;39;2;1_21_20_1_39_2
;1;21;20;1;39;21;1_21_20_1_39_21
;1;21;20;1;39;3;1_21_20_1_39_3
;1;21;20;1;49;23;1_21_20_1_49_23
;1;21;20;1;49;24;1_21_20_1_49_24
;1;21;20;42;1;80;1_21_20_42_1_80
;1;21;20;42;2;40;1_21_20_42_2_40
;1;21;20;7;13;24;1_21_20_7_13_24
;1;21;20;7;13;25;1_21_20_7_13_25
;1;21;20;7;6;12;1_21_20_7_6_12
;12;12;1;12;11;1;12_12_1_12_11_1
;12;12;1;12;11;21;12_12_1_12_11_21
;12;12;1;12;11;4;12_12_1_12_11_4
;1;21;21;1;24;3;1_21_21_1_24_3
;1;21;21;1;24;4;1_21_21_1_24_4
;1;21;21;1;26;34;1_21_21_1_26_34
;1;21;21;1;26;35;1_21_21_1_26_35
;1;21;21;1;27;46;1_21_21_1_27_46
;1;21;21;1;28;2;1_21_21_1_28_2
;12;12;1;12;9;27;12_12_1_12_9_27
;12;12;1;13;3;11;12_12_1_13_3_11
;12;12;1;14;24;1;12_12_1_14_24_1
;12;12;1;14;24;14;12_12_1_14_24_14
;1;21;21;4;10;12;1_21_21_4_10_12
;1;21;21;4;12;16;1_21_21_4_12_16
;1;21;21;4;13;26;1_21_21_4_13_26
;1;21;21;4;13;3;1_21_21_4_13_3
;1;21;21;46;7;38;1_21_21_46_7_38
;1;21;21;7;14;2;1_21_21_7_14_2
;1;21;21;9;25;1;1_21_21_9_25_1
;12;12;10;10;20;25;12_12_10_10_20_25
;12;12;10;10;8;17;12_12_10_10_8_17
;12;12;10;12;19;2;12_12_10_12_19_2
;12;12;10;12;22;12;12_12_10_12_22_12
;12;12;10;12;22;3;12_12_10_12_22_3
;12;12;10;12;22;4;12_12_10_12_22_4
;12;12;10;12;5;23;12_12_10_12_5_23
;12;12;11;12;22;5;12_12_11_12_22_5
;12;12;11;12;22;6;12_12_11_12_22_6
;12;12;11;14;24;11;12_12_11_14_24_11
;12;12;11;14;24;12;12_12_11_14_24_12
;12;12;11;14;34;11;12_12_11_14_34_11
;12;12;11;14;34;9;12_12_11_14_34_9
;12;12;12;11;5;17;12_12_12_11_5_17
;12;12;12;11;5;18;12_12_12_11_5_18
;12;12;12;12;22;5;12_12_12_12_22_5
;12;12;12;12;22;6;12_12_12_12_22_6
;12;12;12;15;3;7;12_12_12_15_3_7
;12;12;12;15;5;8;12_12_12_15_5_8
;12;12;12;42;21;5;12_12_12_42_21_5
;12;12;13;11;7;48;12_12_13_11_7_48
;12;12;13;11;7;50;12_12_13_11_7_50
;12;12;13;14;24;14;12_12_13_14_24_14
;12;12;13;15;1;11;12_12_13_15_1_11
;12;12;13;15;1;9;12_12_13_15_1_9
;12;12;13;4;10;2;12_12_13_4_10_2
;12;12;13;4;7;13;12_12_13_4_7_13
;12;12;13;4;7;14;12_12_13_4_7_14
;12;12;15;12;22;7;12_12_15_12_22_7
;12;12;15;14;34;12;12_12_15_14_34_12
;12;12;15;16;7;2;12_12_15_16_7_2
;12;12;15;40;24;45;12_12_15_40_24_45
;12;12;15;42;16;1;12_12_15_42_16_1
;12;12;15;42;16;10;12_12_15_42_16_10
;12;12;15;42;16;11;12_12_15_42_16_11
;12;12;15;46;4;2;12_12_15_46_4_2
;12;12;15;46;4;3;12_12_15_46_4_3
;12;12;15;64;1;5;12_12_15_64_1_5
;12;12;16;28;4;8;12_12_16_28_4_8
;12;12;16;3;4;24;12_12_16_3_4_24
;12;12;16;3;4;29;12_12_16_3_4_29
;12;12;16;3;5;15;12_12_16_3_5_15
;12;12;16;3;5;18;12_12_16_3_5_18
;12;12;16;3;7;7;12_12_16_3_7_7
;12;12;16;4;18;19;12_12_16_4_18_19
;12;12;16;4;18;8;12_12_16_4_18_8
;12;12;16;4;18;9;12_12_16_4_18_9
;12;12;16;4;5;10;12_12_16_4_5_10
;12;12;16;4;5;8;12_12_16_4_5_8
;12;12;17;11;19;17;12_12_17_11_19_17
;12;12;17;11;2;39;12_12_17_11_2_39
;12;12;17;11;2;40;12_12_17_11_2_40
;12;12;17;12;8;12;12_12_17_12_8_12
;12;12;17;12;8;15;12_12_17_12_8_15
;12;12;17;13;18;1;12_12_17_13_18_1
;12;12;17;13;8;13;12_12_17_13_8_13
;12;12;17;14;24;23;12_12_17_14_24_23
;12;12;17;14;24;24;12_12_17_14_24_24
;12;12;17;24;42;15;12_12_17_24_42_15
;12;12;17;42;9;51;12_12_17_42_9_51
;12;12;17;42;9;53;12_12_17_42_9_53
;12;12;17;9;27;2;12_12_17_9_27_2
;12;12;18;11;14;26;12_12_18_11_14_26
;12;12;18;11;15;18;12_12_18_11_15_18
;12;12;18;12;12;4;12_12_18_12_12_4
;12;12;18;12;16;8;12_12_18_12_16_8
;12;12;18;12;18;15;12_12_18_12_18_15
;12;12;18;12;18;16;12_12_18_12_18_16
;12;12;18;14;16;2;12_12_18_14_16_2
;12;12;19;11;11;41;12_12_19_11_11_41
;12;12;19;11;14;19;12_12_19_11_14_19
;12;12;19;11;14;29;12_12_19_11_14_29
;12;12;19;12;8;23;12_12_19_12_8_23
;1;21;22;1;20;17;1_21_22_1_20_17
;1;21;22;1;20;2;1_21_22_1_20_2
;12;12;2;12;14;3;12_12_2_12_14_3
;1;21;22;1;26;26;1_21_22_1_26_26
;1;21;22;1;26;28;1_21_22_1_26_28
;1;21;22;1;28;15;1_21_22_1_28_15
;1;21;22;1;30;27;1_21_22_1_30_27
;1;21;22;1;39;2;1_21_22_1_39_2
;1;21;22;1;39;3;1_21_22_1_39_3
;1;21;22;14;1;1;1_21_22_14_1_1
;12;12;2;14;24;17;12_12_2_14_24_17
;12;12;2;14;24;2;12_12_2_14_24_2
;12;12;2;14;24;22;12_12_2_14_24_22
;12;12;2;14;25;2;12_12_2_14_25_2
;12;12;2;14;26;4;12_12_2_14_26_4
;1;21;22;23;45;14;1_21_22_23_45_14
;1;21;22;23;8;10;1_21_22_23_8_10
;1;21;22;38;8;23;1_21_22_38_8_23
;1;21;22;40;1;23;1_21_22_40_1_23
;1;21;22;45;8;31;1_21_22_45_8_31
;1;21;22;46;14;25;1_21_22_46_14_25
;1;21;22;58;13;5;1_21_22_58_13_5
;1;21;22;6;3;7;1_21_22_6_3_7
;1;21;22;66;3;9;1_21_22_66_3_9
;12;12;20;10;5;9;12_12_20_10_5_9
;12;12;20;11;11;27;12_12_20_11_11_27
;12;12;20;12;14;5;12_12_20_12_14_5
;12;12;20;14;24;24;12_12_20_14_24_24
;12;12;20;14;24;27;12_12_20_14_24_27
;12;12;20;14;25;27;12_12_20_14_25_27
;12;12;20;14;33;24;12_12_20_14_33_24
;12;12;20;7;9;6;12_12_20_7_9_6
;12;12;21;12;14;1;12_12_21_12_14_1
;12;12;21;14;24;26;12_12_21_14_24_26
;12;12;21;14;24;27;12_12_21_14_24_27
;12;12;3;11;15;14;12_12_3_11_15_14
;12;12;3;11;22;43;12_12_3_11_22_43
;1;21;23;1;14;22;1_21_23_1_14_22
;1;21;23;1;14;23;1_21_23_1_14_23
;1;21;23;1;20;14;1_21_23_1_20_14
;12;12;3;12;14;4;12_12_3_12_14_4
;12;12;3;12;15;35;12_12_3_12_15_35
;12;12;3;12;18;4;12_12_3_12_18_4
;1;21;23;1;24;3;1_21_23_1_24_3
;1;21;23;1;26;28;1_21_23_1_26_28
;1;21;23;1;31;44;1_21_23_1_31_44
;1;21;23;1;31;53;1_21_23_1_31_53
;12;12;3;14;31;4;12_12_3_14_31_4
;12;12;3;24;2;20;12_12_3_24_2_20
;1;21;23;24;4;2;1_21_23_24_4_2
;1;21;23;47;1;23;1_21_23_47_1_23
;1;21;23;5;6;13;1_21_23_5_6_13
